id,suhu,humidity,gas,created_at
10999,31.2,82.4,18735.0,2026-04-27 22:21:39
11000,31.2,82.3,18735.0,2026-04-27 22:21:41
11001,31.2,82.4,20004.2,2026-04-27 22:21:43
11002,31.2,82.3,20223.7,2026-04-27 22:21:45
11003,31.2,82.4,21826.8,2026-04-27 22:21:47
11004,31.2,82.4,16975.4,2026-04-27 22:21:49
11005,31.2,82.4,18329.4,2026-04-27 22:21:51
11006,31.2,82.5,19572.2,2026-04-27 22:21:53
11007,31.2,83.0,19572.2,2026-04-27 22:21:55
11008,31.2,83.1,19359.6,2026-04-27 22:21:57
11009,31.2,83.1,5298.49,2026-04-27 22:21:59
11010,31.2,83.0,23046.8,2026-04-27 22:22:01
11011,31.3,82.8,20669.7,2026-04-27 22:22:03
11012,31.2,82.7,13764.5,2026-04-27 22:22:05
11013,31.2,82.6,20004.2,2026-04-27 22:22:07
11014,31.2,82.9,19572.2,2026-04-27 22:22:09
11015,31.2,82.8,17543.5,2026-04-27 22:22:12
11016,31.2,82.7,22307.1,2026-04-27 22:22:14
11017,31.2,82.8,18531.1,2026-04-27 22:22:16
11018,31.2,82.6,19359.6,2026-04-27 22:22:18
11019,31.2,82.4,18735.0,2026-04-27 22:22:20
11020,31.2,82.6,19149.2,2026-04-27 22:22:22
11021,31.3,82.8,17736.9,2026-04-27 22:22:24
11022,31.2,82.9,12592.5,2026-04-27 22:22:26
11023,31.2,83.0,17543.5,2026-04-27 22:22:28
11024,31.3,82.9,19572.2,2026-04-27 22:22:30
11025,31.2,82.9,18329.4,2026-04-27 22:22:32
11026,31.2,83.0,19572.2,2026-04-27 22:22:37
11027,31.2,83.4,19787.1,2026-04-27 22:22:41
11028,31.2,83.6,26253.8,2026-04-27 22:22:49
11029,31.3,83.5,19572.2,2026-04-27 22:22:55
11030,31.2,83.3,17543.5,2026-04-27 22:22:59
11031,31.2,82.2,24867.5,2026-04-27 22:23:35
11032,31.2,82.3,13918.0,2026-04-27 22:23:37
11033,31.2,82.2,7378.78,2026-04-27 22:23:39
11034,31.2,82.3,18329.4,2026-04-27 22:23:41
11035,31.2,82.2,29899.6,2026-04-27 22:23:43
11036,31.2,82.2,19787.1,2026-04-27 22:23:45
11037,31.2,82.2,22065.6,2026-04-27 22:23:47
11038,31.2,82.2,22065.6,2026-04-27 22:23:49
11039,31.2,82.2,18531.1,2026-04-27 22:23:51
11040,31.2,82.1,24070.6,2026-04-27 22:23:53
11041,31.2,82.2,21125.2,2026-04-27 22:23:55
11042,31.2,82.2,19572.2,2026-04-27 22:23:57
11043,31.2,82.1,22307.1,2026-04-27 22:23:59
11044,31.2,82.2,20223.7,2026-04-27 22:24:01
11045,31.2,82.2,18941.0,2026-04-27 22:24:03
11046,31.2,82.0,23298.7,2026-04-27 22:24:05
11047,31.3,82.3,19572.2,2026-04-27 22:24:07
11048,31.2,82.2,9288.96,2026-04-27 22:24:09
11049,31.2,82.1,19572.2,2026-04-27 22:24:11
11050,31.3,82.2,22797.6,2026-04-27 22:24:13
11051,31.2,82.0,19572.2,2026-04-27 22:24:15
11052,31.2,82.2,23810.6,2026-04-27 22:24:17
11053,31.2,82.2,17352.1,2026-04-27 22:24:19
11054,31.2,82.2,20896.2,2026-04-27 22:24:21
11055,31.2,82.3,27716.1,2026-04-27 22:24:23
11056,31.3,82.4,12876.4,2026-04-27 22:24:25
11057,31.2,82.3,44646.5,2026-04-27 22:24:26
11058,31.2,82.4,45134.1,2026-04-27 22:24:28
11059,31.3,83.0,51428.9,2026-04-27 22:24:30
11060,31.2,83.1,61933.0,2026-04-27 22:24:32
11061,31.2,82.8,40933.9,2026-04-27 22:24:34
11062,31.2,82.7,40055.8,2026-04-27 22:24:36
11063,31.2,82.5,32605.2,2026-04-27 22:24:38
11064,31.2,82.4,32254.0,2026-04-27 22:24:40
11065,31.2,82.3,37943.0,2026-04-27 22:24:42
11066,31.2,82.3,38356.3,2026-04-27 22:24:44
11067,31.2,82.3,32605.2,2026-04-27 22:24:47
11068,31.3,82.3,29577.5,2026-04-27 22:24:49
11069,31.3,82.3,29577.5,2026-04-27 22:24:52
11070,31.3,82.3,41831.6,2026-04-27 22:24:55
11071,31.3,82.3,31223.2,2026-04-27 22:25:01
11072,31.3,82.3,39196.7,2026-04-27 22:25:03
11073,31.3,82.2,46629.8,2026-04-27 22:25:05
11074,31.3,82.1,31563.1,2026-04-27 22:25:10
11075,31.3,82.1,32605.2,2026-04-27 22:25:11
11076,31.3,82.1,28323.3,2026-04-27 22:25:12
11077,31.2,82.2,32960.1,2026-04-27 22:25:14
11078,31.3,82.2,29899.6,2026-04-27 22:25:16
11079,31.3,82.1,42287.9,2026-04-27 22:25:19
11080,31.3,82.1,32605.2,2026-04-27 22:25:21
11081,31.3,82.1,31223.2,2026-04-27 22:25:23
11082,31.3,82.0,32605.2,2026-04-27 22:25:25
11083,31.3,82.0,39196.7,2026-04-27 22:25:27
11084,31.3,82.1,29258.9,2026-04-27 22:25:29
11085,31.3,82.2,55511.0,2026-04-27 22:25:32
11086,31.3,82.2,41380.3,2026-04-27 22:25:35
11087,31.3,82.1,29899.6,2026-04-27 22:25:37
11088,31.3,82.0,39196.7,2026-04-27 22:25:39
11089,31.3,82.0,39196.7,2026-04-27 22:25:42
11090,31.3,82.0,45627.2,2026-04-27 22:25:45
11091,31.3,82.0,39196.7,2026-04-27 22:25:47
11092,31.3,82.1,50320.3,2026-04-27 22:25:49
11093,31.3,82.3,40492.4,2026-04-27 22:25:52
11094,31.3,82.2,41831.6,2026-04-27 22:25:55
11095,31.3,82.2,43215.7,2026-04-27 22:25:57
11096,31.3,82.2,47139.6,2026-04-27 22:25:59
11097,31.3,82.1,38774.2,2026-04-27 22:26:00
11098,31.3,82.0,41831.6,2026-04-27 22:26:02
11099,31.3,82.0,55511.0,2026-04-27 22:26:04
11100,31.3,82.0,43687.4,2026-04-27 22:26:06
11101,31.3,81.9,38774.2,2026-04-27 22:26:08
11102,31.3,82.0,42287.9,2026-04-27 22:26:10
11103,31.3,82.0,41380.3,2026-04-27 22:26:12
11104,31.3,82.1,43215.7,2026-04-27 22:26:14
11105,31.3,82.1,32960.1,2026-04-27 22:26:16
11106,31.3,82.0,35942.6,2026-04-27 22:26:19
11107,31.3,82.1,47139.6,2026-04-27 22:26:22
11108,31.3,82.1,38774.2,2026-04-27 22:26:24
11109,31.3,82.1,39196.7,2026-04-27 22:26:26
11110,31.3,82.1,47655.0,2026-04-27 22:26:28
11111,31.3,81.9,39196.7,2026-04-27 22:26:30
11112,31.3,82.1,44164.3,2026-04-27 22:26:32
11113,31.3,82.2,41380.3,2026-04-27 22:26:34
11114,31.3,82.1,48176.2,2026-04-27 22:26:36
11115,31.3,82.1,42749.2,2026-04-27 22:26:38
11116,31.3,82.0,37943.0,2026-04-27 22:26:40
11117,31.3,82.1,53722.0,2026-04-27 22:26:42
11118,31.3,82.2,39196.7,2026-04-27 22:26:44
11119,31.3,82.2,50320.3,2026-04-27 22:26:46
11120,31.3,82.2,42287.9,2026-04-27 22:26:48
11121,31.3,82.1,39196.7,2026-04-27 22:26:50
11122,31.3,82.1,45134.1,2026-04-27 22:26:52
11123,31.3,82.0,38774.2,2026-04-27 22:26:54
11124,31.3,82.1,39196.7,2026-04-27 22:26:56
11125,31.3,82.1,40055.8,2026-04-27 22:26:58
11126,31.3,82.4,40492.4,2026-04-27 22:27:00
11127,31.3,82.3,39196.7,2026-04-27 22:27:02
11128,31.3,82.3,47139.6,2026-04-27 22:27:04
11129,31.3,82.3,39196.7,2026-04-27 22:27:06
11130,31.3,82.2,43215.7,2026-04-27 22:27:08
11131,31.3,82.5,38774.2,2026-04-27 22:27:10
11132,31.3,83.0,48176.2,2026-04-27 22:27:12
11133,31.3,83.0,39196.7,2026-04-27 22:27:14
11134,31.3,83.0,38774.2,2026-04-27 22:27:16
11135,31.3,83.0,49775.2,2026-04-27 22:27:18
11136,31.3,82.7,49236.3,2026-04-27 22:27:21
11137,31.3,82.7,22065.6,2026-04-27 22:27:24
11138,31.3,82.7,36729.7,2026-04-27 22:27:26
11139,31.3,82.5,46629.8,2026-04-27 22:27:28
11140,31.3,82.4,27716.1,2026-04-27 22:27:30
11141,31.3,82.4,30225.2,2026-04-27 22:27:32
11142,31.3,82.3,31223.2,2026-04-27 22:27:34
11143,31.3,82.3,28631.8,2026-04-27 22:27:36
11144,31.3,82.3,25138.9,2026-04-27 22:27:38
11145,31.3,82.5,26253.8,2026-04-27 22:27:40
11146,31.3,82.4,23553.3,2026-04-27 22:27:42
11147,31.3,82.3,25138.9,2026-04-27 22:27:44
11148,31.3,82.3,22797.6,2026-04-27 22:27:46
11149,31.3,82.3,25970.6,2026-04-27 22:27:48
11150,31.3,82.3,27716.1,2026-04-27 22:27:50
11151,31.3,82.2,28018.0,2026-04-27 22:27:52
11152,31.3,82.0,20669.7,2026-04-27 22:27:54
11153,31.3,82.0,25690.4,2026-04-27 22:27:56
11154,31.3,82.1,24070.6,2026-04-27 22:27:58
11155,31.3,82.1,27121.7,2026-04-27 22:28:00
11156,31.3,82.0,23046.8,2026-04-27 22:28:02
11157,31.3,82.0,22065.6,2026-04-27 22:28:06
11158,31.3,82.0,21125.2,2026-04-27 22:28:08
11159,31.3,82.0,23298.7,2026-04-27 22:28:10
11160,31.3,82.0,24599.1,2026-04-27 22:28:12
11161,31.3,82.0,20004.2,2026-04-27 22:28:15
11162,31.3,81.9,25970.6,2026-04-27 22:28:18
11163,31.3,81.8,29577.5,2026-04-27 22:28:22
11164,31.3,81.8,28631.8,2026-04-27 22:28:24
11165,31.4,81.7,28018.0,2026-04-27 22:28:26
11166,31.4,81.8,26829.3,2026-04-27 22:28:28
11167,31.3,81.8,27716.1,2026-04-27 22:28:30
11168,31.3,81.9,24867.5,2026-04-27 22:28:32
11169,31.3,81.8,30886.9,2026-04-27 22:28:34
11170,31.4,81.8,23046.8,2026-04-27 22:28:37
11171,31.3,81.7,37943.0,2026-04-27 22:28:40
11172,31.3,81.9,24867.5,2026-04-27 22:28:42
11173,31.3,81.7,25413.2,2026-04-27 22:28:44
11174,31.3,81.8,56120.9,2026-04-27 22:28:46
11175,31.4,81.8,23553.3,2026-04-27 22:28:48
11176,31.3,81.8,27716.1,2026-04-27 22:28:50
11177,31.3,81.7,37943.0,2026-04-27 22:28:52
11178,31.4,81.6,28323.3,2026-04-27 22:28:55
11179,31.4,81.8,27417.3,2026-04-27 22:28:58
11180,31.3,81.7,24599.1,2026-04-27 22:29:00
11181,31.4,81.6,26540.0,2026-04-27 22:29:02
11182,31.3,81.6,24070.6,2026-04-27 22:29:05
11183,31.3,81.5,11008.6,2026-04-27 22:29:07
11184,31.4,81.5,24070.6,2026-04-27 22:29:10
11185,31.3,81.6,3022.87,2026-04-27 22:29:12
11186,31.4,81.5,27417.3,2026-04-27 22:29:14
11187,31.3,81.5,24070.6,2026-04-27 22:29:16
11188,31.3,81.5,27121.7,2026-04-27 22:29:18
11189,31.3,81.6,28943.7,2026-04-27 22:29:20
11190,31.3,81.4,26253.8,2026-04-27 22:29:22
11191,31.4,81.5,24867.5,2026-04-27 22:29:24
11192,31.3,81.6,23553.3,2026-04-27 22:29:26
11193,31.4,81.6,27417.3,2026-04-27 22:29:28
11194,31.3,81.7,25690.4,2026-04-27 22:29:30
11195,31.3,81.6,25970.6,2026-04-27 22:29:32
11196,31.4,81.7,27716.1,2026-04-27 22:29:34
11197,31.3,81.7,28323.3,2026-04-27 22:29:36
11198,31.3,81.7,17352.1,2026-04-27 22:29:38
11199,31.4,81.6,55511.0,2026-04-27 22:29:40
11200,31.4,81.6,23810.6,2026-04-27 22:29:42
11201,31.4,81.6,26829.3,2026-04-27 22:29:44
11202,31.3,81.7,24599.1,2026-04-27 22:29:46
11203,31.3,81.6,30554.3,2026-04-27 22:29:48
11204,31.3,81.6,52562.6,2026-04-27 22:29:50
11205,31.3,81.7,26253.8,2026-04-27 22:29:52
11206,31.4,81.8,25138.9,2026-04-27 22:29:54
11207,31.4,81.7,27716.1,2026-04-27 22:29:56
11208,31.4,81.9,13313.5,2026-04-27 22:29:58
11209,31.3,81.9,12314.6,2026-04-27 22:30:00
11210,31.3,81.9,14388.4,2026-04-27 22:30:02
11211,31.3,81.8,5362.63,2026-04-27 22:30:05
11212,31.4,81.7,12876.4,2026-04-27 22:30:08
11213,31.4,81.7,15374.6,2026-04-27 22:30:10
11214,31.3,81.7,13166.3,2026-04-27 22:30:12
11215,31.3,81.8,16067.4,2026-04-27 22:30:14
11216,31.4,81.9,15545.1,2026-04-27 22:30:16
11217,31.3,81.8,14873.7,2026-04-27 22:30:18
11218,31.4,81.6,9721.47,2026-04-27 22:30:20
11219,31.4,81.7,15545.1,2026-04-27 22:30:22
11220,31.3,81.8,17352.1,2026-04-27 22:30:24
11221,31.4,81.9,15545.1,2026-04-27 22:30:26
11222,31.4,81.8,13764.5,2026-04-27 22:30:28
11223,31.4,81.8,13764.5,2026-04-27 22:30:31
11224,31.3,81.7,13764.5,2026-04-27 22:30:32
11225,31.3,81.7,13918.0,2026-04-27 22:30:33
11226,31.4,81.7,14548.5,2026-04-27 22:30:35
11227,31.3,81.7,12042.3,2026-04-27 22:30:37
11228,31.4,81.6,16424.9,2026-04-27 22:30:39
11229,31.3,81.5,13764.5,2026-04-27 22:30:41
11230,31.4,81.8,14873.7,2026-04-27 22:30:43
11231,31.3,81.7,14873.7,2026-04-27 22:30:45
11232,31.4,81.7,13764.5,2026-04-27 22:30:47
11233,31.3,81.7,15545.1,2026-04-27 22:30:50
11234,31.4,82.1,15717.4,2026-04-27 22:30:53
11235,31.3,82.1,14548.5,2026-04-27 22:30:55
11236,31.3,82.2,14388.4,2026-04-27 22:30:58
11237,31.3,82.0,15205.9,2026-04-27 22:31:00
11238,31.3,81.8,13612.6,2026-04-27 22:31:04
11239,31.4,81.8,13918.0,2026-04-27 22:31:06
11240,31.3,81.9,14710.3,2026-04-27 22:31:08
11241,31.3,81.9,15891.5,2026-04-27 22:31:12
11242,31.3,81.9,13764.5,2026-04-27 22:31:13
11243,31.3,82.0,13764.5,2026-04-27 22:31:15
11244,31.4,82.0,15374.6,2026-04-27 22:31:17
11245,31.3,81.8,16245.2,2026-04-27 22:31:19
11246,31.3,81.8,15717.4,2026-04-27 22:31:21
11247,31.4,82.0,18941.0,2026-04-27 22:31:23
11248,31.3,81.9,14230.0,2026-04-27 22:31:25
11249,31.4,81.8,17736.9,2026-04-27 22:31:28
11250,31.3,81.8,17736.9,2026-04-27 22:31:29
11251,31.4,81.8,18941.0,2026-04-27 22:31:31
11252,31.3,81.7,18329.4,2026-04-27 22:31:33
11253,31.3,81.8,21125.2,2026-04-27 22:31:35
11254,31.4,81.9,19572.2,2026-04-27 22:31:37
11255,31.3,81.9,8283.78,2026-04-27 22:31:39
11256,31.3,81.8,22065.6,2026-04-27 22:31:40
11257,31.4,81.7,32605.2,2026-04-27 22:31:42
11258,31.4,81.7,23553.3,2026-04-27 22:31:44
11259,31.4,81.7,19572.2,2026-04-27 22:31:46
11260,31.3,81.7,19572.2,2026-04-27 22:31:49
11261,31.3,81.7,18329.4,2026-04-27 22:31:50
11262,31.4,81.6,20445.5,2026-04-27 22:31:52
11263,31.4,81.5,20669.7,2026-04-27 22:31:55
11264,31.3,81.4,23810.6,2026-04-27 22:31:58
11265,31.4,81.4,19572.2,2026-04-27 22:32:00
11266,31.4,81.3,28018.0,2026-04-27 22:32:02
11267,31.3,81.2,32254.0,2026-04-27 22:32:04
11268,31.4,81.2,11644.5,2026-04-27 22:32:06
11269,31.4,81.3,24599.1,2026-04-27 22:32:08
11270,31.4,81.2,25690.4,2026-04-27 22:32:10
11271,31.4,81.3,49775.2,2026-04-27 22:32:13
11272,31.3,81.4,39196.7,2026-04-27 22:32:15
11273,31.4,81.3,80720.3,2026-04-27 22:32:17
11274,31.4,81.3,163717.0,2026-04-27 22:32:19
11275,31.4,81.3,100976.0,2026-04-27 22:32:21
11276,31.3,81.3,77214.0,2026-04-27 22:32:23
11277,31.3,81.2,62616.4,2026-04-27 22:32:25
11278,31.3,81.1,2494090.0,2026-04-27 22:32:27
11279,31.3,81.1,427311.0,2026-04-27 22:32:29
11280,31.3,81.2,664871.0,2026-04-27 22:32:31
11281,31.4,81.2,735818.0,2026-04-27 22:32:33
11282,31.3,81.1,195643.0,2026-04-27 22:32:35
11283,31.4,81.2,143960.0,2026-04-27 22:32:37
11284,31.4,81.2,117020.0,2026-04-27 22:32:39
11285,31.4,81.2,320747.0,2026-04-27 22:32:41
11286,31.4,81.2,32960.1,2026-04-27 22:32:43
11287,31.3,81.1,11514.7,2026-04-27 22:32:45
11288,31.3,81.1,240482.0,2026-04-27 22:32:47
11289,31.3,81.3,210303.0,2026-04-27 22:32:49
11290,31.3,81.3,57992.6,2026-04-27 22:32:51
11291,31.3,81.3,243458.0,2026-04-27 22:32:53
11292,31.3,81.3,139036.0,2026-04-27 22:32:55
11293,31.3,81.3,163717.0,2026-04-27 22:32:57
11294,31.3,81.2,152595.0,2026-04-27 22:32:59
11295,31.3,81.3,163717.0,2026-04-27 22:33:01
11296,31.3,81.3,161803.0,2026-04-27 22:33:03
11297,31.3,81.2,163717.0,2026-04-27 22:33:05
11298,31.3,81.2,161803.0,2026-04-27 22:33:07
11299,31.3,81.1,159913.0,2026-04-27 22:33:09
11300,31.3,81.1,195643.0,2026-04-27 22:33:11
11301,31.3,81.1,215459.0,2026-04-27 22:33:13
11302,31.3,81.2,300993.0,2026-04-27 22:33:15
11303,31.3,81.1,142298.0,2026-04-27 22:33:17
11304,31.3,81.2,272195.0,2026-04-27 22:33:19
11305,31.3,81.0,262210.0,2026-04-27 22:33:21
11306,31.3,81.0,220757.0,2026-04-27 22:33:23
11307,31.3,81.1,215459.0,2026-04-27 22:33:25
11308,31.3,81.0,177834.0,2026-04-27 22:33:27
11309,31.3,81.1,223460.0,2026-04-27 22:33:29
11310,31.3,81.1,195643.0,2026-04-27 22:33:31
11311,31.3,81.1,210303.0,2026-04-27 22:33:33
11312,31.3,81.1,163717.0,2026-04-27 22:33:35
11313,31.3,81.2,175738.0,2026-04-27 22:33:37
11314,31.3,81.1,163717.0,2026-04-27 22:33:39
11315,31.3,81.1,80720.3,2026-04-27 22:33:41
11316,31.3,81.1,175738.0,2026-04-27 22:33:43
11317,31.3,81.1,169610.0,2026-04-27 22:33:45
11318,31.3,81.1,161803.0,2026-04-27 22:33:47
11319,31.3,81.2,184293.0,2026-04-27 22:33:49
11320,31.3,81.1,237546.0,2026-04-27 22:33:51
11321,31.3,81.1,210303.0,2026-04-27 22:33:53
11322,31.3,81.1,191013.0,2026-04-27 22:33:55
11323,31.3,81.1,186503.0,2026-04-27 22:33:57
11324,31.3,81.1,212864.0,2026-04-27 22:33:59
11325,31.3,81.1,200399.0,2026-04-27 22:34:01
11326,31.3,81.1,220757.0,2026-04-27 22:34:03
11327,31.3,81.2,193313.0,2026-04-27 22:34:05
11328,31.3,81.1,237546.0,2026-04-27 22:34:07
11329,31.3,81.0,200399.0,2026-04-27 22:34:09
11330,31.3,81.0,114383.0,2026-04-27 22:34:11
11331,31.3,81.1,95449.7,2026-04-27 22:34:13
11332,31.3,81.1,171626.0,2026-04-27 22:34:15
11333,31.3,81.0,193313.0,2026-04-27 22:34:17
11334,31.3,80.9,202826.0,2026-04-27 22:34:19
11335,31.3,81.0,195643.0,2026-04-27 22:34:21
11336,31.3,81.0,215459.0,2026-04-27 22:34:23
11337,31.3,80.9,200399.0,2026-04-27 22:34:25
11338,31.3,81.0,198006.0,2026-04-27 22:34:27
11339,31.3,81.1,152595.0,2026-04-27 22:34:29
11340,31.3,81.0,210303.0,2026-04-27 22:34:31
11341,31.3,81.1,234651.0,2026-04-27 22:34:33
11342,31.3,81.1,186503.0,2026-04-27 22:34:35
11343,31.2,81.0,226201.0,2026-04-27 22:34:37
11344,31.3,81.0,186503.0,2026-04-27 22:34:39
11345,31.2,81.0,234651.0,2026-04-27 22:34:41
11346,31.3,81.1,198006.0,2026-04-27 22:34:43
11347,31.3,81.1,179959.0,2026-04-27 22:34:45
11348,31.3,80.9,240482.0,2026-04-27 22:34:47
11349,31.3,81.1,218090.0,2026-04-27 22:34:49
11350,31.2,80.9,226201.0,2026-04-27 22:34:51
11351,31.3,81.0,177834.0,2026-04-27 22:34:55
11352,31.2,81.2,167620.0,2026-04-27 22:34:58
11353,31.3,80.9,167620.0,2026-04-27 22:35:01
11354,31.3,81.1,182112.0,2026-04-27 22:35:05
11355,31.3,81.1,184293.0,2026-04-27 22:35:06
11356,31.3,81.1,198006.0,2026-04-27 22:35:08
11357,31.3,81.0,173668.0,2026-04-27 22:35:10
11358,31.2,81.0,154390.0,2026-04-27 22:35:12
11359,31.2,81.1,161803.0,2026-04-27 22:35:14
11360,31.2,81.1,184293.0,2026-04-27 22:35:16
11361,31.2,81.1,142298.0,2026-04-27 22:35:18
11362,31.2,81.1,202826.0,2026-04-27 22:35:20
11363,31.2,81.0,21280300.0,2026-04-27 22:35:23
11364,31.2,80.9,159913.0,2026-04-27 22:35:26
11365,31.2,81.0,195643.0,2026-04-27 22:35:28
11366,31.2,81.1,134296.0,2026-04-27 22:35:30
11367,31.2,81.0,193313.0,2026-04-27 22:35:33
11368,31.2,81.2,152595.0,2026-04-27 22:35:36
11369,31.2,81.1,175738.0,2026-04-27 22:35:38
11370,31.2,81.1,103282.0,2026-04-27 22:35:41
11371,31.2,81.1,163717.0,2026-04-27 22:35:42
11372,31.2,81.0,207777.0,2026-04-27 22:35:43
11373,31.2,81.1,212864.0,2026-04-27 22:35:45
11374,31.2,81.1,158048.0,2026-04-27 22:35:47
11375,31.2,81.0,237546.0,2026-04-27 22:35:50
11376,31.2,81.1,173668.0,2026-04-27 22:35:52
11377,31.2,81.1,207777.0,2026-04-27 22:35:54
11378,31.3,81.2,202826.0,2026-04-27 22:35:56
11379,31.2,81.1,202826.0,2026-04-27 22:35:58
11380,31.2,81.2,212864.0,2026-04-27 22:36:00
11381,31.2,81.1,161803.0,2026-04-27 22:36:02
11382,31.2,81.0,70674.5,2026-04-27 22:36:04
11383,31.2,81.1,71459.1,2026-04-27 22:36:06
11384,31.2,81.1,188743.0,2026-04-27 22:36:08
11385,31.2,81.0,188743.0,2026-04-27 22:36:10
11386,31.2,81.2,169610.0,2026-04-27 22:36:12
11387,31.2,81.2,159913.0,2026-04-27 22:36:14
